,Unnamed: 0,company,description,salary,title,remote,city,state
738,738,Davis Talent,Required prior data science experience in Payments or Financial Services. Experience with integration of data from multiple data sources.,"$90,000 - $140,000 a year",Sr. Data Scientist - Payments,yes,Remote,
739,739,Aunalytics,"Prior research or development experience working with data, solving problems with data, and experience building advanced analytic models.",,Data Scientist,no,South Bend,IN
740,740,KYMadvisors,"Experience with advanced analytics solutions (data science, machine learning, data modeling, etc.). Including infrastructure (e.g., data engineering) nice-to…","$90,000 - $120,000 a year",Business Data Analyst,no,Camp Springs,MD
741,741,"PONDURANCE, LLC","Scripting languages and data science experience, Python, Ruby, etc. Data science and machine learning experience. Familiarity with message queues, Kafka.",,"Software Data Engineer, Multiple Locations",no,Indianapolis,IN
742,742,Google,Bachelor's degree in Computer Science or equivalent practical experience. Experience in Program Management on technical cross-functional projects.,,"Technical Program Manager, Machine Learning",no,Mountain View,CA
743,743,XSOLIS,Train and tune a variety of model architectures with small to large scale data sets; assist Data Science team with more complex data sets.,,"TEAM LEAD, DATA SCIENCE",yes,Remote,
744,744,Luxoft,"Analyse data sources, and acquire data. Create data pipelines, and integrate to final data destinations. In particular, you will be developing the means to…",,Data Engineer,no,New York,NY
745,745,Microsoft,"Familiarity or ability to quickly ramp up with machine learning, deep learning, data mining, and/or data science. Experience in Object Oriented programming.",,Full Time Opportunities for PhD Students or Recent Graduates: Machine Learning,no,Redmond,WA
746,746,PayPal,"Collaborate with x-functional teams to translate business challenges into data science problems, transform data into analytical data assets, data products and…",,Data Engineer 3,no,San Jose,CA
747,747,Recorded Future,"Support user training and enablement, helping to integrate our data and technology into daily workflows and processes.",,"Consultant, Intelligence Services",no,Atlanta,GA
748,748,Pluto TV,1 to 3 years of commercial experience in a data analyst or data scientist role. Providing data analysis and recommendations to the business group to make…,,Data Scientist,no,New York,NY
749,749,Microsoft,"First-hand experience working in/with the Advertising, data and technology across the media and entertainment industry.",,Chief Architect for AdTech across Media and Entertainment,no,New York,NY
750,750,MindX,"Highly proficient in at least one programming language commonly used in exploratory data analysis for neuroscience, such as Python, R, Julia, Scala, Go, etc.",,Neural Data Scientist,yes,Remote,
751,751,"Interos, Inc.",Maintain the Interos data dictionary and master data catalogs. Have a demonstrated passion for data and working in data-driven organizations.,,Enterprise Data Associate,no,Arlington County,VA
752,752,Facebook,"Apply expertise in systems and data analysis, data mining, and data visualization to see beyond the numbers and generate insights that influence the strategy…",,"Financial Intelligence Unit Analyst, Novi",yes,Remote,
753,753,Solvay,Stay abreast of advances in data science and modeling techniques applicable to the industrial field. The Data Scientist will contribute and lead data science…,,Industrial Data Scientist,no,United States,
754,754,LendingHome,"Identify, research, and analyze new data sources that complement and enrich the quality of the data platform. Define, create, and improve metrics and dashboards…",,Data Scientist,no,San Francisco,CA
755,755,Truist Financial,"Extract and evaluate information gathered from multiple sources, resolve data conflicts and customize communication of key data findings to diverse audiences.",,Payments Behavioral Data Scientist I - flexible location,no,Charlotte,NC
756,756,"ShipMatrix, Inc.","Additionally, data analyst will work with external business users to identify data transformation or system interface requirements, analyze data from existing …",,Data Analyst (N. Pittsburgh),no,Warrendale,PA
757,757,Vanderbilt University Medical Center,Work closely with research informatics faculty and staff to expand and create innovative big data resources to enable data-driven translational science.,,IT Project Manager / Research Data Scientist (**REMOTE Available**),no,Nashville,TN
758,758,US Federal Trade Commission,"Applicants must have (1) year of specialized experience equivalent to the GS-12 level using data analysis tools (sql, python, R, etc) to build and execute data…","$103,690 - $159,286 a year",Senior Data Analyst,no,Washington,DC
759,759,US Department of the Air Force - Agency Wide,"Provides expert technical direction for quality assurance/improvement of data. Highly skilled in the interpretation, evaluation and integration of nuclear…","$109,618 - $142,500 a year",STATISTICIAN,no,Patrick Afb,FL
760,760,AllianceBernstein,Present research findings at leading finance and data science conferences. This team serves as the Center of Excellence for data science initiatives and is…,,Data Scientist,no,New York,NY
761,761,Nanoramic Laboratories,"Transforming data science prototypes and applying appropriate ML algorithms and tools. To ensure success as a machine learning engineer, you should demonstrate…",,Machine Learning Engineer,no,Boston,MA
762,762,"University of Pennsylvania, Department of Radiology","Work in our group focuses on developing innovative image analysis, machine learning and data science methodologies for multimodality imaging, and also on…",,Postdoc on Machine Learning in Medical Imaging (University of Pennsylvania),no,Philadelphia,PA
763,763,"Professional Solutions Delivered, LLC","Establish processes for data mining, reorganizing mined data, and preserving nuggets mined from the data. Develop processes and practices for organizing new…",,Data Analyst,no,Quantico,VA
764,764,Praescient Analytics,"Provide data science and advanced data analytics to support DHS OIG investigations. Transform strategic data requirements into data models, queries, and data…","$50,000 - $250,000 a year",Data Scientist,no,Washington,DC
765,765,HK Tech,"Problem-solving with product and business teams, advise executive team how to leverage data science across the company.","$150,000 - $220,000 a year","Director of Business Analytics & Data Science - Remote Within the US or In Office (UT, PA, CA) (CODE:NV)",no,United States,
766,766,Facebook,Drive data engineering priorities that enable analytical and modeling success. Ideal candidates will have genuine interest in diving deep into the data to…,,Data Scientist - Business Payments,yes,Remote,
767,767,Perez Art Museum Miami,"Technical understanding of data models, database design, data mining and segmentation techniques. Knowledge of common web frameworks for data visualization such…","$70,000 - $75,000 a year",Data Analyst,no,Miami,FL
768,768,"TurningPoint Healthcare Solutions, LLC","2+ years of experience in advanced data analytics. The ideal candidate will have hands-on experience with healthcare data, demonstrated innovative and creative…",,Data Scientist 1,no,United States,
769,769,Submittable,Design and engineer internal data science tools to assist the team. 3-5 years of data science experience with 1+ years of NLP experience.,,Machine Learning Engineer,no,Seattle,WA
770,770,First Soft Solutions [ Direct],"Basic Understanding of data science concepts. 3+ Years of experience architecting and building Data Lake, Azure Big Data architecture, Enterprise Analytics…",$35 - $77 an hour,Azure Data Engineer,no,New York,NY
771,771,AK Strategies LLC,"Develop and implement databases, dashboards, data collection systems, and data analytics to help the management with decision-making.",,Data and Reporting Analyst,no,New York,NY
772,772,Microsoft,3-5 years experience selling business solutions to Federal / Civilian customers or to US Department of Homeland Security with a focus on data platform…,,Federal Azure Data & AI Sales Specialist - DHS,no,Washington,DC
773,773,Progressive,"Foundation in computer science, software engineering, system architecture, statistical/quantitative modeling with ability to process large volumes of structured…","$97,920 - $126,720 a year",Machine Learning Engineer Lead-Remote,no,Mayfield Village,OH
774,774,Polyrific,"Knowledge of a widely used programming language such as C#, JavaScript, Python, or Java. Ability to demonstrate at least an intermediate knowledge of which…",,Machine Learning Specialist,no,Gilbert,AZ
775,775,IGT,Demonstrates outstanding data analysis and presentation skills. Analyze performance data from the marketplace to help identify future game mechanics and…,,Game Mathematician II,no,Reno,NV
776,776,TeamViewer GmbH,"Ensure that the client receives quality data by reviewing laboratory data for accuracy, clarity, and adherence to GMP and/or GLP regulations.",,Associate Data Review Scientist,no,Lancaster,PA
777,777,Cognizant Technology Solutions,"Work with the Application Development team to implement data strategies, build data flows and develop conceptual data models.",,Data Modeler,no,Charlotte,NC
778,778,Ometrics,You see patterns when looking at data of user behavior and can see the user’s intention. No NLP experience is required. We will provide all the training needed.,,Natural Language Processing Specialist,no,Evergreen,CO
779,779,"Dfuse Technologies, Inc.","Maintains an operational level of knowledge in industry leading data architecture practices, technology and methods, including relational database, data…","$82,013 - $120,000 a year",Program Analyst- Data Ecosystem,no,Arlington,VA
780,780,Fast Radius,Advise analysts and non-technical teams on issues where data science can make an impact. The key concerns of the data science team range from predicting the…,,Data Scientist,yes,Remote,
781,781,Luxoft,"You will collaborate with business and technology partners to grow and develop the data science practice. Identify and analyse data sources, whether internally…",,Data Scientist,no,New York,NY
782,782,DuckDuckGo,"Significant experience with data science, with a focus on analytics. Confidence with pragmatic use and development of data structures and algorithms.","$144,000 a year",Senior Data Engineer - Online Fraud (Worldwide Remote),yes,Remote,
783,783,All In Solutions,Interface with various database platforms to pull data and link them logically; know how to deal with the inherent structure of the data.,"$140,000 - $200,000 a year",Senior Statistician,no,Washington,DC
784,784,Con,Person may also be engaged to advice on related data science projects in that same domain. Data science: 4 years (Preferred). Machine Learning Nice to Have.,$70 - $94 an hour,Senior Data Scientist,no,Sunnyvale,CA
785,785,Veoci,"Manage, analyze, organize, and present complex data. Advanced knowledge of Excel (pivot tables, data mining, complex reporting). Remote or New Haven, CT - HQ*.","$50,000 - $68,000 a year",Customer Success Analyst,yes,Remote,
786,786,Abound,"Familiarity with data preparation skills: train/test/validation data split, regularization, imbalanced datasets. Direct experience with Data visualization.",,Machine Learning Engineer,no,California,
787,787,IQVIA,"Proficient with Business Intelligence Platforms (i.e. Amazon QuickSight, Tableau, TIBCO Spotfire, R, etc.). Expert in SQL programming, database structures and…",,Business Intelligence Developer,no,Durham,NC
788,788,"Tamayo Federal Solutions, LLC",Serve as data and metric processing subject matter expert also demonstrating and understanding key data management principles and data use.,,Senior Data Analyst (Ship Maintenance),no,Portsmouth,VA
789,789,International WELL Building Institute,Work with data warehouse and propose data schema and data flow optimization for reporting performance and enhancement as needed.,,Business Intelligence (BI) Developer,no,New York State,
790,790,ASC,"3+ years of experience in data/business/technical analysis,. • 3+ years of experience in data/business/technical analysis. • BA in computer Science or IT.",,Remote Data Analyst (Machine Learning/ETL/SQL/CMDB/Flexera/BDNA/Bank),no,Pennington,NJ
791,791,Inspire,Analyze data to provide new insights or data points for further analysis. Ability to work with text data for analysis and creation of new data points.,,Data Analyst,yes,Remote,
792,792,Priority Health,Provides technical expertise and applies critical thinking skills to develop data solutions that solve the needs of the data science team.,,Senior Data Engineer,yes,Remote,
793,793,Continental AG,Work up and present results with due regard to a different knowledge of stakeholder groups and leading data science projects.,,Data Scientist,no,Fort Mill,SC
794,794,BeiGene,Analytical - Synthesizes complex or diverse information; Collects and researches data; Uses intuition and experience to complement data.,,"Associate Director, Data Science and Operational Excellence",yes,Remote,
795,795,US National Geospatial-Intelligence Agency,"Data analysis techniques (e.g., data mining and retrieval); Effective data management, data dissemination, and online on-demand practices.","$65,597 - $134,798 a year",Data Scientist,no,Arnold,MO
796,796,GovernmentCIO LLC,"In this role you will directly support a Chief Data Scientist team lead, working alongside analytics and data science professionals.",,Data Analyst,yes,Remote,
797,797,Syngenta,Experience applying data science in a scientific/R&D environment. Collaborate with data engineers to leverage Syngenta’s unique portfolio of diverse data assets…,,Data Scientist,no,Durham,NC
798,798,MarketCast,"At least a Bachelor’s degree in the Social Sciences, Economics, Business, Marketing, Statistics, or related fields. A pretty good handle on Microsoft Office.",,"Analyst, Custom Research.",no,New York,NY
799,799,"Big Data Federation, Inc.",Develop data science infrastructure tooling such as proprietary R packages. Collaborate with researchers to provide insights in data.,,Senior Data Scientist,no,Santa Clara,CA
800,800,Capgemini,"The consultant should have thorough experience in migrating data from local shared drives to BOX Cloud, including mirroring permissions.",,Data Migration Resource,no,New York,NY
801,801,Sysvine Technologies Pvt Ltd,"Work closely with a data science team implementing data analytic pipelines. Work on ingesting, storing, processing and analyzing large data sets create scalable…","$65,267 - $90,000 a year",REQ/366 Big Data Engineer,no,New York,NY
802,802,Excella,"Demonstrate understanding of relational databases, data architecture, and data modeling. Able to operationalize business questions using data.","$100,000 - $135,000 a year",Sr. Data Analyst,no,Arlington,VA
803,803,Vanguard,"Oversees a team of advanced data analysts responsible for a portfolio of strategic data projects that involve gathering data, verifying its accuracy and…",,Data Science Manager,no,Malvern,PA
804,804,Micron Technology,"Experience building and optimizing ‘big data’ data pipelines, architectures and data sets. Work with data and analytics experts to strive for greater…",,Data Engineer286753,no,Manassas,VA
805,805,"Stefanini, Inc",Build business cases for data science applications through collaboration with business leaders and subject matter experts.,"$117,000 - $122,000 a year",Data Scientist/Data Engineer,no,Greensboro,NC
806,806,Kagr Llc,Maintain and document work associated with analyses and data science products. Collect and process data to perform statistical analyses.,,Analyst - Data Science,no,Foxborough,MA
807,807,Eurofins USA BioPharma Services,"Ensure that the client receives quality data by reviewing laboratory data for accuracy, clarity, and adherence to GMP and/or GLP regulations.",,Associate Data Review Scientist-Molecular and Cell Biology,no,Lancaster,PA
808,808,Advance Auto Parts,Minimum of 2 years of work experience in a data science related. Provide guidance and recommendations to leadership team in areas of analytics and data science.,,Data Scientist,no,Raleigh,NC
809,809,Motion2AI,"Machine learning engineers and researchers (full-time & internship). Motion2AI provides warehouse fleet orchestration services for forklifts, carts, and robots.",,Machine Learning Engineer / Researcher,no,Mountain View,CA
810,810,Inspire11,"Extract data from multiple sources, integrate disparate data into a common data model, and integrate data into a target database, application, or file using…",,Data Engineer,no,Atlanta,GA
811,811,"BigBear, Inc.","BigBear.ai provides a comprehensive suite of solutions including artificial intelligence and machine learning, data science, advanced analytics, offensive and…","$175,000 - $240,000 a year",Vice President of Product (Artificial Intelligence/Machine Learning),no,San Diego,CA
812,812,Kaplan,"At least 1 year of research/data analysis experience. Conduct cluster analyses of internal data to segment customers and leads. SQL, R/Python, Microsoft Office.",$15 an hour,"Data Analyst, Customer Insights",yes,Remote,
813,813,Google,"3 years of experience working in an analytical capacity in a management consulting, investment banking, business intelligence, data science, or corporate…",,"Product and Business Strategy Lead, Analytics",no,Mountain View,CA
814,814,Instacart,"As the Senior Manager of Data Science for Growth, you will hire and build the data science team that oversees all data, analytics, experiments and insights…",,"Senior Manager, Data Science - Growth",no,California,
815,815,Worthwhile,"The Data Engineer will also be responsible for data architecture that defines data models for new systems, selecting the best data storage solution for a given…","$70,000 - $90,000 a year",Data Engineer,yes,Remote,
816,816,Airtable,"Work between our engineering organization and stakeholders from our data science, growth, sales, marketing, and product teams, to understand the data needs of…",,Data Engineer,no,San Francisco,CA
817,817,Øptimus Consulting,"Øptimus Consulting, a data science and software company, is seeking a full-time associate data scientist in their Washington D.C. area office.",,Associate Data Scientist,no,Alexandria,VA
818,818,Ennuviz,Insight into how the operational realities of data science can be better managed and accelerated. Incorporated local data caches for pre-population of features…,,Data Scientist,yes,Remote,
819,819,Tuknik Government Services,The Statistician identifies methodologies and measures for assessment and summarization of findings Selects appropriate statistical and epidemiologic techniques…,,Statistician,no,College Park,MD
820,820,Valley Agricultural Software Inc,"Solid understanding of data science, machine learning and artificial intelligence. At least four years of working experience in a (senior) data science position…",,Senior Director of Data Science,yes,Remote,
821,821,Mitre Corporation,"BS or MS in analytics, data science, policy, engineering, or math field. Analysis of aviation safety and certification data to determine trends.",,Associate Policy Risk & Data Analyst,no,McLean,VA
822,822,AvantStay,"Working knowledge of big data manipulation is plus. Design and drive the creation of new standards and best practices in the use of statistical data modeling,…","$80,000 - $100,000 a year",Data Scientist,yes,Remote,
823,823,Hulu,"Apply advanced analytics techniques (data mining, data visualization, statistical analysis, machine learning) on large-scale, high-dimensional data to help…",,"Data Analyst - Advanced Analytics, Content",no,Santa Monica,CA
824,824,North Carolina State University,"Bachelor’s degree and/or advanced certification in computer science, data science, or similar technical field; or 4 years of experience using software for data…","$70,000 - $82,000 a year",Data Analyst and Visualization Specialist,no,Raleigh,NC
825,825,Presbyterian Healthcare Services,"Provide support in creating/coding, designing and testing pilot data-driven predictive/descriptive analytical models. Health plan: 2 years (Preferred).","$79,000 - $120,000 a year",Data Scientist - HEDIS - REMOTE,no,United States,
826,826,Cape Analytics,"Founded in 2014, Cape Analytics is backed by leading venture firms and innovative insurers and is comprised of computer vision, data science, and risk analysis…",,Business Analyst,yes,Remote,
827,827,ClinChoice Inc,"Develop SAS programmable edit checks to assist data monitoring, document and report data issue to Data Management with minimum supervision.",,Statistical Programmer/Analyst,no,Fort Washington,PA
828,828,"Cass Information Systems, Inc.","A technical level of knowledge normally acquired through completion of a bachelor’s degree in computer science, data science, or related area, or equivalent…",,Business Intelligence Developer,no,Jacksonville,FL
829,829,Atlas One,"Passion for high data quality and scaling data science work. Become a data expert in your business domain and own data quality. Within 6 Months, You'll:",,AI/ML Data Scientist Engineer,no,California,
830,830,LATOKEN,"Burnouts : Detect burnouts before they get toxic with big data of OKRs, checklists and 360. LATOKEN is a top blockchain bet on the financial system upgrade.",,Head of Analytics,yes,Remote,
831,831,LPL Financial,"Partner with Technology on foundational data quality improvement and infrastructure, including the incorporation of new data sources and development of data…",,"SVP, Enterprise Data & Analytics",no,Fort Mill,SC
832,832,Ampersand,The ideal candidate has extensive experience developing data intensive software as part of a data science or machine learning engineering group.,,Associate Data Scientist,no,New York,NY
833,833,Gemini,"1-3 years experience with data analysis & exploration. Data analytics tools (Python pandas, R, or similar). Produce metrics to track the performance of the team…",,"Data Scientist; Trust & Safety, Data Intelligence",no,New York,NY
834,834,Facebook,"Collaborate with software engineers, product managers, other data engineers and data scientists to understand data needs.",,"Return to Work - Data Engineer, Analytics",no,Bellevue,WA
835,835,New York Genome Center,"Analyze sequencing data using established pipelines; Demonstrated exposure to NGS data analysis; MS degree in bioinformatics, computer science or equivalent…",,"Data Science Associate, Landau Lab",no,New York,NY
836,836,SS&C Technologies,"Work collaboratively with our outsourcing service teams to define data strategy, identify critical data elements, and create data governance on those critical…",,Data Scientist,no,New York,NY
837,837,"HK Consulting, Inc.","Problem-solving with product and business teams, advise executive team how to leverage data science across the company. Data science: 3 years (Required).","$150,000 - $220,000 a year",Director of Business Analytics & Data Science - Remote within US,yes,Remote,
838,838,competitive balance analytics,Candidate must be experienced developing robust data processing and prediction solutions for production level applications.,"$110,000 - $140,000 a year",Senior Data Scientist,yes,Remote,
839,839,Pinterest,"We're looking for a software engineer with experience in ads delivery, conversion optimization, machine learning, automatic bidding and pacing to develop new…",,"Machine Learning Engineer, Ads Ranking",no,San Francisco,CA
840,840,NYC Data Science Academy,"Opportunity to train, research, and learn in the field of data science on-the-job; a chance to interact with active data science communities through conferences…",,Data Science Instructor-Machine Learning (Full-Time),no,New York,NY
841,841,Gro Intelligence Careers,3+ years of relevant data science / research experience. Experience / Interest in climate data or climate science. Familiarity with time series analysis.,,Climate Change Impact Data Scientist / Analyst,no,New York,NY
842,842,Fannie Mae,"Serve as a thought leader in the data and data sciences architecture space through consistent research and practice; bridge outside, industry best practices…",,"Fellow, Data & Data Science Architecture",no,Washington,DC
843,843,SCRRA/Metrolink,Must demonstrate the ability to collect and analyze data efficiently and work within established timelines. Assists with reviewing projects to identify critical…,"$55,778 - $87,161 a year",Management Analyst I,no,Los Angeles,CA
844,844,Cisco Systems,Project Leads large scale data projects to support organizational. As a Program Manager your core responsibility will be acquiring benchmark data related to our…,,"Program Manager, WPR",no,Research Triangle Park,NC
845,845,WINFertility,Proficiency in data visualization tools including Tableau. Build new data architecture that interfaces with WIN’s proprietary systems and with publicly…,,Senior Data Analyst,no,Greenwich,CT
846,846,NYU Langone,Design and conduct analyses pertaining to data acquired thorough various data sources. Create descriptive data summaries including visualizations and written…,,Data Analyst,no,New York,NY
847,847,"IntelliGenesis, LLC","Our benefits include: Medical, Dental and Vision Insurance, 25 days of PTO with the option to purchase up to an additional 5 days, 12 paid holidays, up to 10%…",,Intelligence Analyst Talent Community,no,Augusta,GA
848,848,Aquant,Assist Customer Success Managers in the labeling of our customers’ data. ﻿A recent graduate with experience working with data and tech.,,Data Quality Specialist,no,New York,NY
849,849,Institute for Defense Analyses,"Masters degree in STEM field plus military experience in logistics, supply, maintenance and data science skills.",,Research Analyst - Readiness Analysis,no,Alexandria,VA
850,850,Publicis Groupe,Analytics and data science techniques that will be used to turn data into actions. Use APIs to import and push data across various systems.,,Senior Data Analyst,no,Miami,FL
851,851,LRW,Writing code to build data products currently in the queue. Engage in R&D to build data products that can address new and unique business questions or shed…,,Machine Learning Engineer,no,Los Angeles,CA
852,852,Gryphon Technologies,Experience in ingesting data with querying languages (eg. PL/SQL) into data warehouse and converting databases into a data warehouse.,,Junior Data Scientist,yes,Remote,
853,853,ModivCare,Good data visualization and communication skills. This will include preparing and delivering presentations with rich data visualizations and meaningful business…,"$78,692 - $132,728 a year",Data Scientist,no,California,
854,854,CapB InfoteK,"A. Validate quality of input data and output results of models/solutions; C. Validate the entire pipeline including: data ingestion, feature engineering, model…",,Data Science QA,no,Miami,FL
855,855,Facebook,"Apply your expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how our users and Public…",,"Data Scientist, Analytics - Emerging Business",yes,Remote,
856,856,Adobe,"Adobe is seeking an upbeat, high-EQ senior attorney to join the Data/Design Legal Team and provide legal advice to Adobe’s innovative technology and research…",,Senior Legal Counsel - Data/Design,no,San Jose,CA
857,857,Progressive,Advanced programming experience in programming languages used in analytics and data science (e.g. Python). As a Data Engineering Lead or Consultant on the Data…,"$97,900 - $126,700 a year",Data Engineer Lead or Consultant - Remote,no,Mayfield Village,OH
858,858,Delta,The candidate will have expertise in implementing and developing data science IT solutions. How Youll Help Us Keep Climbing (overview and key responsibilities):…,,"Sr. Project Manager, Decision Science",no,Atlanta,GA
859,859,Enigma,Have experience combining diverse sets of data at scale. Exploring new data sets and extracting the signal that powers our products.,,Data Scientist,no,New York State,
860,860,Blue and Company,"2+ years’ experience as a data analyst, business analyst, or data report writer required. Provide recommendations for data strategy and organization.",,BI Analyst,no,Louisville,KY
861,861,Los Angeles Homeless Services Authority,"Practiced experience in collecting primary data, utilizing secondary data, as well as organizing and managing administrative data.","$58,240 - $76,638 a year","Analyst, Data & Research",no,Los Angeles,CA
862,862,Continental AG,"Analyze large data sets on high performance cloud environment. As a data scientist you will work closely with data and software engineers, field intelligence…",,Data Scientist - Fleet Services,no,Fort Mill,SC
863,863,Jackson Lewis P.C,"At least 8 years’ experience in data analytics or data science roles including 5 years’ experience leading a high performing, collaborative data analytics team.","$150,000 - $200,000 a year",Director of Data Analytics,no,New York,NY
864,864,Tradesy,4-8 years experience in an analytics or data related role. Experience with SQL and large data sets (terabyte scale) is a mus t.,,Senior Data Analyst,no,California,
865,865,Dandy,Dandy's data program is newly led by a team with a proven track record of building data practices at hypergrowth companies. Direct experience in Data Analytics.,,Data Analyst,no,New York,NY
866,866,"Iridium Satellite, LLC","Respond to internal data inquiries. Demonstrates proficiency in developing, tuning, and executing efficient data queries from a variety of sources (databases…",,Data Scientist,no,Chandler,AZ
867,867,Consumers' Checkbook/Center for the Study of Services,"3+ years data management, including multiple data sources which refresh frequently. Experience with analysis and summary of health insurance markets, plan data,…",$48 - $74 an hour,Senior Health Data Scientist,no,Washington,DC
868,868,Association of Immunization Managers,Master’s Degree (preferred) or Bachelor’s Degree in public health; data science; medical; healthcare (or similar) informatics; computer science; epidemiology;…,"$72,000 a year",Data Project Manager,yes,Remote,
869,869,Afiniti,"Responsible to create stored procedures and scripts, reconcile data, ensure data integrity, define data joining procedures, and performing statistical trend…",,"Associate, Data Analytics",no,Washington,DC
870,870,Facebook,"These data operations include operations supporting labeling for machine learning, data annotation for product development, data collection for new hardware…",,"Director, Product Data Operations, AI",no,Sunnyvale,CA
871,871,Booz Allen Hamilton,"Participate in partnerships with data science leaders, like our partnership with NVIDIA to deliver Deep Learning Institute (DLI) training to the federal…",,"Fraud Data Analytics Specialist, Mid",no,Washington,DC
872,872,Day & Zimmermann - Corporate TA,Responsible for advanced analytical capabilities in support of D&Z data science initiatives. Responsible for applying advanced statistical concepts to analyze…,,Data Scientist 2,no,Philadelphia,PA
873,873,kraken,"Experience applying data science techniques and knowledge, and building data science products. 12 or more years of experience within data analytics and data…",,Director of Data,yes,Remote,
874,874,Google,"Relevant professional experience with applied data analytics and predictive modeling. We're looking for engineers who bring fresh ideas from all areas,…",,"Software Engineer III, Machine Learning",no,Atlanta,GA
875,875,US Equal Employment Opportunity Commission,"Evaluates the data, draws inferences and arrives at conclusions to create most effective presentation. Assures that the office supports the publishing of…","$87,198 - $134,798 a year",Statistician,no,Washington,DC
876,876,iknowvate technologies,"Python, SQL, Tableau, data science experience. Bachelor's degree in Computer science or equivalent, with minimum 8+ Years of relevant experience.",,"Data Scientist - Philadelphia, PA(Remote)",no,Philadelphia,PA
877,877,Certified Collectibles Group,"Comfortable suggesting and implementing data pipeline changes. Comfortable dealing with disparate, unstructured, multilingual data sources.",,Data Scientist (Highly Competitive Salary),no,Sarasota,FL
878,878,Barbaricum,"Build data solutions, tools, and capabilities to enable self-service frameworks for data consumers to monitor and report on data. Active DoD TS/SCI clearance.",,Data Scientist – Naval Special Warfare,no,Virginia Beach,VA
879,879,Spotify,"Communicate data-driven insights and recommendations to non-technical audiences, through clear visualizations and data storytelling.",,"Data Scientist, Music Analytics",no,New York,NY
880,880,CircleUp,"Experience selling a data product, ideally within CPG or financial markets. CircleUp is bringing the data-driven revolution that occurred in the public markets…",,"Head of Business Development & Partnerships, Insights",no,San Francisco,CA
881,881,TELUS International,HR manager will oversee all aspects of Human Resources practices and processes. HR Manager will support business needs and ensure the proper implementation of…,,"HR Manager, Artificial Intelligence",yes,Remote,
882,882,Prudential,Experience working with senior leaders to educate on data and data science capabilities and how to leverage them to solve complex business problems.,,"Vice President, Strategy, Innovation, & Data Science",no,Newark,NJ
883,883,James River Insurance Company,Conduct ongoing audits of data in all HR systems to ensure data integrity. Ensure data integrity of all HR systems’ data; identify and resolve errors and issues…,,Senior HR Data Analyst,yes,Remote,
884,884,Dascena,Passionate about applying data science to positively impact healthcare. Bachelor’s degree in a quantitative science or related field.,,Strategy Analyst,yes,Remote,
885,885,Prudential,"Bachelor's degree in computer science, data science, mathematics, or a related field. Work with architecture, data, and design teams to assist with data related…",,Machine Learning Engineer,yes,Remote,
886,886,Spotify,"You should have strong experimentation, metric & data creation, and data visualization skills as well as possess excellent communication skills to interface…",,"Data Scientist, Podcaster Mission",no,New York,NY
887,887,BTAS,"Apply data to develop and provide analytical support to all levels of management. Create, develop, and/or apply existing tools and techniques to conduct data…",,Junior Data Scientist - Future,no,Langley AFB,VA
888,888,Cornerstone,"We are looking for a scrappy, hunter, with a 2-3 years of experience selling data movement, analytics, data science or similar SAAS solutions into mid -market…",,Mid Market Account Executive - AI/ ML / Data science Analytics,yes,Remote,
889,889,TechnoServe,"This will require a deep understanding of data structure, data processing, and software functions to support data flow and interoperability between systems.",,Data Scientist,no,Arlington,VA
890,890,Helm LLC,Prior application of data and reporting integrity and sustainability. Minimum of five years’ experience working with structured and non-structured data to…,,Data Scientist,yes,Remote,
891,891,CBRE,"Familiarity with data science techniques. A master’s degree and in economics, data science, statistics or related, PhD preferred.",,Office Economist,no,Atlanta,GA
892,892,"Scuttlebutt Services, LLC",Generating representative data sets for systems development and data science initiatives. 4+ years of experience designing data models and data warehouses…,"$180,000 - $200,000 a year",Data Engineer,no,Chantilly,VA
893,893,Sendle,Work with business intelligence and data engineering to design and develop data infrastructure to support partnerships evolution and growth.,,"Data Analyst, Partnerships",no,Washington State,
894,894,L3Harris Technologies,Work within a research team to develop creative and innovative interfaces for complex analytical data produced by machine learning and artificial intelligence…,,Artificial Intelligence (AI) Researcher,no,Wright-Patterson AFB,OH
895,895,Pricesenz,"This position develops, tests, and maintains scalable and efficient data pipelines to acquire and transform large volumes of structured and unstructured data,…",,Senior Data Engineer,no,Petersburg,VA
896,896,Applied Information Sciences,"Design scalable data processing and analytics solutions, including Big data storage for various data types and large-scale data processing using Databricks.",,Data Architect,no,Reston,VA
897,897,Webstore Group,Develop custom data models and algorithms to apply to data sets. Assess the effectiveness and accuracy of new data sources and data gathering techniques.,,Data Scientist,no,Tamarac,FL
898,898,Facebook,"Experience manipulating large data sets in SQL or equivalent, and drawing actionable insights from data. We partner closely with several cross-functional teams,…",,"Commerce Enforcement Analyst, Rule Writing",no,Seattle,WA
899,899,Oak Ridge National Laboratory,"We accomplish this mission by conducting fundamental research in quantum computer science, developing and benchmarking quantum algorithms for scientific…",,R&D Associate in Quantum Machine Learning,no,Oak Ridge,TN
900,900,Panasonic Corporation of North America,Experience with visualizing data (e.g. data dashboards). You will work in a small team of data science and algorithm engineers to expand our internal and…,,Data Engineer,no,Palo Alto,CA
901,901,Bossier Parish Community College,"Perform exploratory data analysis and visualization to get a better appreciation of the data. Minimum 3 years work experience in institutional research,…",,Data Analyst Specialist,no,Bossier City,LA
