,Unnamed: 0,title,salary,description,remote,city,state
245,245,Data Science,,Develop data science solutions that can be tested and deployed to enable data-driven recommendations and outcomes.,no,Jersey City,NJ
246,246,Data Engineer,,"Use Python and SQL to assist with data cleaning, data profiling, and data exploration.Although not a data scientist, you’ll be fully integrated into our data…",yes,Remote,
247,247,Data Platforms Group College Graduate Rotation Program Profe...,,"The data center is the underpinning for every data-driven service, from artificial intelligence to 5G to high-performance computing, and DCG delivers the…",no,Hillsboro,OR
248,248,Data Migration Resource,,"The consultant should have thorough experience in migrating data from local shared drives to BOX Cloud, including mirroring permissions.",no,New York,NY
249,249,Data Science,,Role played by data science in different fields.Understanding the role played by statistical software in data sciences and selecting appropriate software to…,yes,Philadelphia,PA
250,250,Data Scientist,,"Conduct exploratory data analysis from complex, disparate data sources to recognize patterns, and identify member performance improvement opportunities.",no,United States,
251,251,Data Scientist,,"Actively participate as a contributing member on a team of data scientists through the whole workflow from data access, processing and modeling, to data…",yes,Chicago,IL
252,252,CCB Data & Analytics Financial Analysis Associate,,"Proficiency with data mining/gathering and manipulation of data sets.The team encompasses a variety of disciplines, from data governance and data strategy…",no,Columbus,OH
253,253,Data Analyst,,Proficiency in statistical analysis of clinical research data using data science programming languages such as Python and R.,no,Belmont,MA
254,254,Full Stack React + Python Dev / AI Software (Remote),,By creating an automated dashboard that unifies all the customer-centric data and machine learning models that identify issues before they become an escalation.,yes,Santa Monica,CA
255,255,Data Scientist,,"Work with data engineers to retrieve, clean and normalize data.Identify strong AI/ML use cases in cloud security, data security and adjacent domains,…",yes,California,
256,256,Decision Scientist,,"Experience building and troubleshooting data processes in SQL.Four-year bachelor's degree in statistics, mathematics, economics, engineering, the physical…",no,Richfield,MN
257,257,Data Scientist,,Develop experiments to collect data or models to simulate data when required data are unavailable.Produce data visualizations that provide insight into data…,no,Annapolis Junction,MD
258,258,"Statistical Programming Leadership Opportunity, Late Oncolog...",,"You will work in the Oncology Programming department that oversees and delivers global programming aspects of clinical development, leads and maintains the end…",no,Waltham,MA
259,259,Data Engineer,,"Manage data pipelines and delivery between data storage and end users.Provide support, guidance and collaboration with team members to identify new data…",no,Lakeland,FL
260,260,Data Scientist,,Lead or support formal and/or informal training for fellow data science team members or other teams in the organization on the various tools used and created…,no,Coraopolis,PA
261,261,Data Science,,,no,Pittsburgh,PA
262,262,Data Science,,"Collaborate with matrix partners to understand project developments, assess impacts to data and analytics.Identify, analyze and interpret trends or patterns in…",no,Bloomfield,CT
263,263,Data Science,,"All specialization areas in Data Science will be considered, however, preferred areas of expertise are data mining and visualization, cloud computing,…",no,Rockville Centre,NY
264,264,Data Scientist,,"4+ years experience with a background in data science, statistical methods and testing, and model development.Virtual Tour of Forward [YouTube].",no,San Francisco,CA
265,265,Data Scientist,,"Demonstrated technical skills including SQL, Python and data science libraries evidenced by experience working with complex data sets and managing data…",no,Newberg,OR
266,266,Data Scientist,,Can present numerical data orally and in writing or through graphics.Enhancing data collection procedures to include information that is relevant for building…,yes,Remote,
267,267,Data Analytics Engineer,,Experience with common data science toolkits such as R & Python.Ensure data integrity through testing of results.Proficient using query languages such as SQL.,no,Raymond,OH
268,268,Data Scientist,,"Transform data and insights into compelling and creative visualizations.You have experience using applied statistics, and you’re comfortable working with…",no,New York,NY
269,269,Jr. BI Engineer,,"Managing and monitoring multiple data pipelines and ETL tasks related to multiple client data streams.Working with various paid media client services, account…",yes,Remote,
270,270,Data Scientist,,"Apply data science methods principles to test-and-control study design, implementation, and analysis.Interface with various database platforms to pull data and…",yes,New York,NY
271,271,Data Science,,"Demonstrated experience in analysis and reporting of data-rich, logic-heavy functions; and identifying trends and indicators in the data.",yes,Remote,
272,272,"Data Product Engineer, Revenue Science",,"Experience with large-scale data warehousing architecture and data modeling.As a member of the Data Product Engineering team, you will work closely with…",no,San Francisco,CA
273,273,Data Scientist,,"Using big data, deep expertise and AI-driven platforms to decode the 21st century human experience – then redefine it in meaningful and surprising ways that put…",no,West Sacramento,CA
274,274,Data Scientist,,Great skills in risk evaluation metrics development is a must as is significant experience in data ecosystems and data collection strategies.,yes,New York,NY
275,275,Data Science,,"5+ years experience in a data modeling-related field with experience in predictive analytics, clustering, dimension reduction, and experimental designs in…",no,Philadelphia,NY
276,276,Data Analyst,,"Develop, test, and deploy new data science models according to client needs.Visualize the results of data analysis and reporting to be of optimal value and…",no,Arlington,VA
277,277,Data Science,,"3+ years of experience managing analysis / data science teams.Maintains industry leading knowledge of data science theory and techniques, particularly as…",no,Columbus,OH
278,278,Data Scientist,,"Appreciation for opportunities at the intersections of data science and biology.Expertise in Python and relevant data science packages (e.g. pandas, scipy,…",no,Cambridge,MA
279,279,Data Scientist,,"Excellent SQL - hands on experience manipulating data sets, data cleaning, and pipelines.3+ years industry experience developing, launching, and iterating on…",yes,Remote,
280,280,Data Scientist,,Experience in a data science role - preferably in the digital advertising industry and/or product analytics.Experience working with Adobe clickstream data.,no,Austin,TX
281,281,Data Science,,"10-15 years data science background including data analytics, visualization, study design, and statistical methods.",no,Santa Clara Valley,CA
282,282,Data Scientist,,"Knowledge of Python and Python based data science / DSP oriented libraries (e.g. Pandas, numpy, scipy, numba and cupy).",no,Fredericksburg,VA
283,283,Natural Language Processing (NLP) Engineer,,"Passionate about data, analytics, and automation.An Engineering Degree in computer science or a relevant engineering field.Write robust and testable code.",yes,Remote,
284,284,Data Scientist,,"BS degree in statistics, machine learning, or data science.MS degree in statistics, machine learning, or data science.",no,United States,
285,285,Data Science,,"Currently a Masters higher education in a related field of study – e.g. Computer science, NLP and ML.We cater to all the flagship products, applications and…",no,Waltham,MA
286,286,Data Engineer,,"Transformand analyzelarge volumes of data, combining customer and consumer data, as well as many other 3P data sources.Helping lead change management for team.",no,Rogers,AR
287,287,Data Analyst,,"Experience using SQL or other programming language to write complex queries, perform data analysis, extract data, and manipulate data (2+ years).",yes,Huntsville,AL
288,288,"Solution Architect, Decision Science",,The Portfolio Architect is responsible for architecture and solution design of complex applications built using AI/ ML and optimization techniques to improve…,no,Atlanta,GA
289,289,Data Scientist,,Drive the collection of new data and the refinement of existing data sources for deep statistical analysis and modeling.,no,Detroit,MI
290,290,Data Science,,"Lead projects that use innovative data science methods (such as open source programming, machine learning; data linkage; statistical analysis; and big data…",no,Washington,DC
291,291,Data Engineer,,Sheppard and shape the data by developing efficient structures and schema for the data in storage and transit.Proficient in Java/Scala/Python/Spark.,yes,Remote,
292,292,Data Scientist,,"Extensive experience in data science, machine learning, statistics, or applied mathematics.Support the development and facilitation of analytics training…",no,Cincinnati,OH
293,293,Data Scientist,"$81,900 - $117,000 a year",Assist in the design and implementation of enterprise-scale data models and pipelines for remote sensing data.5+ years relevant work experience required.,yes,Champaign,IL
294,294,Data Engineer,,Sheppard and shape the data by developing efficient structures and schema for the data in storage and transit.Proficient in Java/Scala/Python/Spark.,yes,Remote,
295,295,Data Science,,"Experience designing a data science roadmap and executing the vision behind it.Track record of recruiting talent in analytics, data science, and software…",no,Seattle,WA
296,296,Data Science,,At least 3 years of professional computer science / data science / software engineering experience or a PhD in a relevant field.You are a good fit if you have:,yes,,
297,297,Data Scientist,,"7-10 years of commercial experience in a data science role solving high impact business problems.Experience creating data product strategies, data products,…",yes,Myrtle Point,OR
298,298,Data Analyst,,From the data we have.Answer tough questions that come up by analyzing our data and provide insights gained from analyzing data.And by collecting new data.,yes,California,
299,299,Data Science,,"You will be responsible for driving and democratizing insights about our core businesses, working cross-functionally with key business leaders to set business…",yes,San Francisco Bay Area,CA
300,300,Data Scientist,,"Collaborate with other data scientists and stakeholders on projects.Masters in Stats, computer science or related field.Developing solutions in R or Python.",no,Nashville,TN
301,301,Data Scientist,,Respond to difficult data science-related challenges in a timely manner while effectively balancing competing priorities.,yes,Remote,
302,302,Data Science,,"This person will collaborate with medical and basic science researchers in design, pipeline processing, analysis, and publication of cancer studies involving…",no,Boston,MA
303,303,Data Scientist,,Helps deepen and expand the data science toolkits available to Farmers.Supports complex and often vague business challenges involving data science for Farmers.,no,Woodland Hills,CA
304,304,Data Science,,Be a strong partner with data engineering teams on the data ecosystem and an advocate for the requirements of data scientists and data visualization engineers.,yes,Seattle,WA
305,305,Data Scientist,,,no,College Park,MD
306,306,Data Science,,Experience managing a team of data scientists or data science projects.Blizzard data science team develops machine learning data products to enrich player…,no,Irvine,CA
307,307,Data Engineer,,"Transformand analyzelarge volumes of data, combining customer and consumer data, as well as many other 3P data sources.Helping lead change management for team.",no,Rogers,AR
308,308,Data Scientist,,"4+ years experience in data science or engineering roles, building and launching successful data-driven products at scale.",yes,New York,NY
309,309,Data Engineer,,"Collaborate with engineers, product managers and data scientists to understand data needs, representing key data insights visually in a meaningful way.",no,Burlingame,CA
310,310,Data Analyst,,"Advanced proficiency in more than one (1) data management platform or data analysis software, eg., R Studio.Serve as point person for data questions.",no,Austin,TX
311,311,Data Science,"$60,000 - $65,000 a year","Research design and data analysis.Our MIDS program trains data scientists to manage and analyze the coming onslaught of big data, in a unique high-touch online…",no,Berkeley,CA
312,312,Data Scientist,,Developing into a world-class data science team.Contribute as a team player to the data science team.Analyze business problems and create data solutions.,no,Seattle,WA
313,313,Data Scientist,,Provides advanced data science expertise to AstraZeneca projects and recommends data science solutions.The team is looking for a Principal Data Scientist to…,no,Waltham,MA
314,314,Data Science,,"Strong interest in vehicle big data, such as CAN and location based data.Report data analytic result, propose improvement idea and execute development plan.",no,Detroit,MI
315,315,Data Scientist,,It will drive core metrics and help to produce annotated data sets that empower engineering teams across Siri to improve Siri using data.,no,Seattle,WA
316,316,Data Science,,"Data Science Consultants (DSCs) design, develop and execute high-impact analytics solutions for large, complex, structured and unstructured data sets (including…",no,San Francisco,CA
317,317,"Senior Manager, DevSecOps (AI/ML)",,Solid understanding on ML model deployment and creation of CICD pipelines for data science workloads.Relocation assistance may be provided for candidates…,no,San Francisco,CA
318,318,Senior Vice President & GM-Data & AI,,SVP will enable an event driven data platform that productizes our data end to end around EG common data domains.Strong analytical and problem-solving skills.,no,Austin,TX
319,319,Data Science,,"The appointment would be made at the Visiting Assistant Professor level and carry a teaching load of 3 quarter-length courses/year, focusing on upper-division…",no,Santa Barbara,CA
320,320,Data Scientist,,"An ability to consider biases that exist in the data and develop solutions to mitigate biases appropriately.We are looking for a Senior Machine Learning, Data…",yes,Remote,
321,321,Data Scientist,,One to three years of work experience in data and research science or analytics.Work with engineers to evangelize data best practices and implement analytics…,no,Minneapolis-Saint Paul,MN
322,322,Data Scientist,,Work independently and/or with data science and analytics team to carry out data analysis on large data sets;Development of custom data models and algorithm on…,no,Morgantown,WV
323,323,Data Science,,"They will help establish and execute within frameworks to acquire, consolidate and operationalize data with a focus on data quality, data integration and data…",no,Farmington,CT
324,324,Data Scientist,,Strong competency with Python and the Python data science ecosystem.The individual must possess competency in the application of data science methods to solve…,no,Corning,NY
325,325,Data Engineer,,Collaborate with a data-focused Product Manager to improve the coverage and accuracy of our data products.Build out the next generation of our editorial tools…,yes,San Francisco,CA
326,326,Data Engineer,,Develop ETL data pipelines to transform and process data between multiple data zones.Develop Repeatable and Reusable data pipelines as part of the data lake…,no,McLean,VA
327,327,Data Analyst,"$4,301 - $5,671 a month","Identifies specific user needs, compiles data and interprets data patterns and trends.Skill in translating large amounts of data.",no,Austin,TX
328,328,Statistician,,Analyzes and interprets data from various sources.The Statistician will analyze and interpret data from various sources and provide expert opinions.,no,Houston,TX
329,329,Data Science,"$47,000 - $50,000 a year","The successful candidate will coordinate data collection and analysis from large, multi-center clinical studies, and will interpret data for manuscript…",no,Salt Lake City,UT
330,330,Data Analyst,,"Data science team part of Data & Analytics organization is looking for a creative, analytical mind who loves data, is curious to explore, and wants to impact…",no,Alpharetta,GA
331,331,Data Analyst,,Because the European Union Commission has determined that United States data privacy laws do not ensure an adequate level of protection for personal data…,yes,New York State,
332,332,Data Migration Specialist L2,,4-5 years experience in SAP BODS.Experienced in Data Migration from Legacy/ECC to S/4 HANA.Knowledge about SAP OTC transactions and mapping.,no,Reading,PA
333,333,Computational Scientist,,"Assess algorithm performance on real-world data.Bachelor’s, Master’s, or PhD in computer science, physical sciences, engineering, or mathematics.",no,Huntsville,AL
334,334,Postdoctoral Research Associate - Forensic and Investigative...,,"Successful candidates will perform independent research in the areas of machine learning, computer vision, imaging science and statistics, will mentor junior…",no,Morgantown,WV
335,335,"Research Statistician, Real World Evidence","$76,600 - $127,600 a year",Assess data quality and completeness.Prepares HEOR data as background materials for discussion with pharmaceutical customers.,no,United States,
336,336,Data Engineer,,Create data tools for data science and BI teams to assist them in building and optimizing our product into an innovative industry leader.,yes,Remote,
337,337,Data Analyst,,Analyze data to provide new insights or data points for further analysis.Ability to work with text data for analysis and creation of new data points.,yes,Remote,
338,338,Data Scientist,,"To ensure that teams are able to overlap in their working hours and to meet face-to-face when needed, all team members need to live within three hours of a hub.",yes,San Francisco,CA
339,339,Data Science,,Deliver compelling data visualizations that enable data driven decision making in the product design process.Develop automated data pipelines for synchronizing…,no,Santa Clara Valley,CA
340,340,Data Scientist,,"Translate complex data and methodology into operationally practical insights.Proficiency with data visualization tools (D3.js, R Shiny, Looker, Tableau or…",yes,Center,TX
341,341,Data Scientist,,"Participate in partnerships with data science leaders, like our partnership with NVIDIA to deliver Deep Learning Institute (DLI) training to the federal…",no,San Antonio,TX
342,342,Data Scientist,,Analyze data to research and improvement classifiers.Proficiency in data exploration techniques and tools.Oversee creation of data sets for machine learning…,no,Sunnyvale,CA
343,343,Data Analyst,,Acquire data from primary or secondary data sources and maintain databases/data systems to empower operational and exploratory analysis.,no,Fremont,CA
344,344,Data Science,,"Apply your expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how our users interact with…",yes,Remote,
345,345,Data Scientist,,"Demonstrate strength in SQL, NoSQL, ETL modeling, data modeling, data caching, schema design and data warehouse architecture.",no,Lehi,UT
346,346,Data Scientist,,"Master's or PhD in Computer Science, Linguistics, a data-driven physical science, or equivalent.This is an unusual opportunity that sits at the cutting-edge of…",no,Seattle,WA
347,347,Data Engineer,"$64,137 - $159,286 a year","Work experience related to data engineering, information, and data management.Data Engineers work with data consumers to create and populate optimal data…",no,Washington,DC
348,348,Data Scientist,,"You use data science tools like SQL and Python (pandas, numpy) and you have a track record of picking up new tools along the way.",yes,Remote,
349,349,Data Science,,"Modifies scripts or software applications to support data management, data extraction and data analysis as required.The minimum pay rate is $25.59 per hour.",no,Rochester,MN
350,350,Goodnight Distinguished Professor in Artificial Intelligence...,,"Working Title Goodnight Distinguished Professor in Artificial Intelligence and Machine Learning.The Department of Computer Science is an academic, teaching,…",no,Raleigh,NC
351,351,Data Engineer,,Create data tools for analytics and data science teams.Wrangle data model modifications to accommodate source data changes.A strong sense of ownership.,no,San Francisco,CA
352,352,Ultimate Hoops Statistician,,Experience tracking full statistical data for basketball games.The Statistician assists in the execution of Ultimate Hoops Basketball League by tracking full…,no,Boca Raton,FL
353,353,Data Engineer,,Expose data as consumable data sources for analytics via APIs and data virtualization services such as Denodo.Able to clearly define data quality issues.,no,Durham,NC
354,354,Statistical Programmer 5,,"Advise data management staff on database design, and critical data.Provide expert statistical input into and review of statistical deliverables (i.e. analysis…",no,Durham,NC
355,355,Data Scientist,,Works closely with data scientists and data engineers to develop machine learning algorithms.Provide expert leadership at the enterprise level related to vast…,no,Brookfield,WI
356,356,Data Lab Architect,,"Hands on experience as a database, data warehouse, big data/analytics developer or administrator, or work as a data scientist.",no,Chicago,IL
357,357,Data Engineer,,"HII- Technical Solutions Division (TSD) is currently seeking a Data Engineer in either their San Antonio, TX or Annapolis Junction, MD office who will be able…",no,San Antonio,TX
358,358,Director ML & Predictive Analytics-REMOTE,,"Tactical: develop meaningful data models in commonly used data science packages (Python, R, etc).Ability to expand solutions’ reach into OT environment …",yes,Milwaukee,WI
359,359,Data Analyst,,Responsibilities beyond developing data analysis solutions may include participation in component and data architecture design technology planning product…,no,Detroit,MI
360,360,Data Analytics Fellow,,You will be involved with researching administrative and auxiliary data sources to enhance the transportation data.U.S. Department of Transportation (DOT).,no,Washington,DC
361,361,Business/Management,,"Priority will be given to candidates with teaching/research interests in business analytics, and experience in data mining, data visualization tools, machine…",no,Northridge,CA
362,362,Data Science,,Actively contributing in the data science recruiting strategy across Enterprise Analytics.Experience founding and managing data science teams and acting as a…,no,Wellesley,MA
363,363,Data Analyst,,"2+ years’ data analytics experience in a business context.You have that curious streak - want to investigate that data point, find that insight, understand how…",no,Seattle,WA
364,364,Data Scientist,,Provides advanced data science expertise to AstraZeneca projects and recommends data science solutions.The team is looking for a Senior Data Scientist to…,no,Waltham,MA
365,365,"Data Product Engineer, Revenue Science",,"Experience with large-scale data warehousing architecture and data modeling.As a member of the Data Product Engineering team, you will work closely with…",no,San Francisco,CA
366,366,Data Scientist,,"Training and development opportunities at cutting edge data-science conferences across the country.Their ability to understand, navigate, and manipulate a…",no,Glen Allen,VA
367,367,Data Scientist,,At least three years of applicable data science experience.Ability to skillfully apply data science principles and theory.,no,Redwood City,CA
368,368,Data Scientist,,Data Science is all about breaking new ground to enable businesses to answer their most urgent questions.Solve complex business and customer issues utilizing…,yes,Houston,TX
369,369,Data Science,,"Knowledge of applied statistical analysis, modeling techniques, and data visualization methods.Title: Data Science & Analytics Development Program 2021b -…",no,Moline,IL
370,370,Data Science,,"Experience with data gathering, data quality, system architecture, coding best practices.Experience with perception (e.g. computer vision), time series data (e…",no,Richardson,TX
371,371,Data Scientist,,Works with clients to manage and explore data to discover business opportunities.Assists in the implementation of sophisticated models with their systems and…,no,United States,
372,372,Data Scientist,,Influence priorities: Review market conventions and data relationships to set rules for data validation.Proficiency using data and statistical modeling and…,no,Princeton,NJ
373,373,Natural Language Processing Specialist,,You see patterns when looking at data of user behavior and can see the user’s intention.No NLP experience is required.We will provide all the training needed.,no,Evergreen,CO
374,374,Data Scientist,,"Familiarity with advanced data science topics like Autoencoder, numerical optimization, transfer learning etc.",no,Chesterfield,MO
375,375,Data Engineer,,"Establish the processes needed to achieve operational excellence in data fidelity, data privacy, system reliability, and enabling rapid experimentation and data…",no,Menlo Park,CA
376,376,Data Scientist,,"Must be able to both manage and manipulate large data sets, develop data science approaches, and manage data science tasks.",no,Tampa,FL
377,377,North America Market Specialist,,6+ months experience working with data.We need influencers who can align cross-functional partners to ensure the best possible experience for our platforms.,no,Austin,TX
378,378,Data Scientist,"Up to $162,500 a year","Solid understanding of data science methods (both statistical and machine learning models).Perform data mining towards telematics data collected from GPS,…",yes,Wisconsin,
379,379,Data Scientist,"$90,000 a year","Data Scientist Analyst: You will perform statistical data analyses, data mining and optimizations using multiple tools and techniques to get insights from large…",no,Atlanta,GA
380,380,Data Science,,We are seeking qualified applicants possessing current knowledge and teaching experience in all aspects of Data Analytics and Data Science including: Data…,yes,Irvine,CA
381,381,Statistician,,"The Statistician will provide scientific, technical, and professional assistance including but not limited to: scientific, clinical, and professional support to…",no,Atlanta,GA
382,382,Data Scientist,,Experience working in a data intensive environment and translating business needs into data requirements.The Senior Data science and analytics engineer is a…,no,Conyers,GA
383,383,Data Science,,This program provides students with the advanced education necessary to draw insights from real data and apply analytical skills to solve practical problems.,no,San Jose,CA
384,384,Data Analyst,,"Analyze data for efficiencies in workload, error analysis and possible solutions, reconciliation of data, etc.Basic Commercial Insurance knowledge preferable.",no,Township of Warren,NJ
385,385,NYA - Data & Analytics (DA),,"Assembling large, complex data sets that meet functional/non-functional business requirements.Everyone is working on the same projects; creating and testing as…",no,Franklin Lakes,NJ
386,386,Mathematical Statistician - Direct Hire,"$107,807 - $140,146 a year","The ideal candidate is familiar with a full range of mathematical statistical data, especially transportation related data.",no,Salt Lake City,UT
387,387,Tensor Factorization and Mathematical Optimization Postdocto...,,"Analyze high-order data collected from high-throughput experiments and facilities.In this position, the researcher will contribute to the design and analysis…",no,San Francisco Bay Area,CA
388,388,Sr Manager - Business Intelligence,,"7+ years’ experience working in data analytics, data science, or related field.Understanding of data engineering pipelines and processes.",no,Detroit,MI
389,389,Decision Analytics Consultant,,"Our teams work on multiple projects simultaneously, leveraging advanced data analytics and problem-solving techniques.Contribute to internal firm activities.",no,San Francisco,CA
390,390,Data Analyst,,"Experience sourcing data from relational databases (DB2, postgresql, sqlite) and No SQL data stores (hadoop, REStful APIs, kafka).",no,Minneapolis,MN
391,391,Senior Engineering Statistician,,The Engineering Statistician will work effectively with others to address engineering and business needs within a rigorous statistical framework.,no,East Hartford,CT
392,392,Senior Deep Learning Engineer,,"Experience building large scale data processing pipelines.Investigate innovative machine learning, artificial intelligence and statistic techniques for health…",no,Gaithersburg,MD
393,393,Senior Statistician,,Provides biostatistics expertise in clinical development projects by supporting project statisticians.Support clinical development and study planning.,no,Parsippany,NJ
394,394,"ESE Tenured or Tenure-track Faculty, Information and Decisio...",,"Information and decision systems (control, optimization, robotics, data science, machine learning, communications, networking, information theory, signal…",no,Philadelphia,PA
395,395,Adjunct – DSC-550: Neural Networks and Deep Learning – Onlin...,,"This course introduces deep artificial neural networks, reviewing the theoretical concepts and practical applications in data science.",no,United States,
396,396,Machine Learning,,"These solutions must overcome issues of complex data (e.g., VLDB, multi-structured, ""big data"", etc.).Build models, solutions and infrastructure to support…",no,Charlotte,NC
397,397,Senior Programmer Writer - AI/ML,,"Degree in Computer Science, Mathematics, a related field, or equivalent experience.Experience using content publishing tools to write, format, manage, and…",no,East Palo Alto,CA
398,398,Epidemiologist (Emergency Preparedness Team),,Experience in data science and designing/operating a surveillance system integrating multiple data systems.Monitor and analyze CDPH emergency operations staff…,no,Richmond,CA
399,399,Machine Learning,,"Experience in computational science and software development.PhD in a field of materials/physical sciences, applied mathematics, or engineering.",no,Livermore,CA
400,400,ADJUNCT FACULTY- BUSINESS DATA ANALYTICS,,Responsible to provide excellence in teaching through the fulfillment of the missions and strategic goals of the School of Business.,no,Saint Paul,MN
401,401,Data Analyst,,Experience working with different lines of business to accomplish modeling and data solutions by translating business requirements into data needs/techniques.,no,Enfield,CT
402,402,Data Engineer,,"Experience with automation and improving overall data quality.Our team is responsible for building data products/capabilities on the Data Platform, that will…",no,Enfield,CT
403,403,Business Analytics Advisor (Collaborative Care Advanced Anal...,,"Strong Healthcare data knowledge and hands on experience (medical claims data, clinical data, pharmacy data and eligibility data).",no,Bloomfield,CT
404,404,Data Engineer,,Develop data migration plans to migrate legacy on-premises databases into AWS data stores.Conduct research on different approaches to data storage in AWS.,no,Des Plaines,IL
405,405,Sr Manager - Business Intelligence,,"7+ years’ experience working in data analytics, data science, or related field.Understanding of data engineering pipelines and processes.",no,Detroit,MI
406,406,Analytics Strategy – Financial Services Industry,,"1 year using AI and data science.Familiarity with using cloud services AWS, Google, Azure or Big Data tools Hadoop, Hive, Spark in data science solutions.",no,Boston,MA
407,407,Decision Analytics Associate Consultant/Forecasting,,Bachelor's or master's degree required in any discipline with strong record of academic success in quantitative and analytic coursework such as operations…,no,San Francisco,CA
408,408,Applied Scientist - Computer Vision / Amazon Robotics,,"The discipline to fast-fail when data refutes theory;PhD in Engineering, Technology, Computer Science, Machine Learning, Robotics, Statistics, Mathematics or a…",no,North Reading,MA
409,409,Data Analyst,,"This function is not intended for employees performing the following work: production of standard or self-service operational reporting, casual inference led …",no,Horsham,PA
410,410,Data Science,,"Experience with automating data science and machine learning processes and pipelines.Bachelor’s in data science, engineering, computer science, similar…",yes,Remote,
411,411,Data Scientist,,"Develop and perform standard queries to ensure data quality, identify data inconsistencies, missing data and resolve as needed.",no,Parsippany,NJ
412,412,Data Scientist,,"Masters or Doctoral degree in ecology, environmental science, data science, computer science, or a related field.Experience in data management and/or analysis.",no,Santa Barbara,CA
413,413,Data Science,,"APCO Insight’s data science team is increasingly involved in assignments employing statistics (e.g., linear/logistics regression, clustering) to develop…",no,Raleigh,NC
414,414,Data Scientist,,"Strong data engineering, and data management expertise with demonstrated data transformation and manipulation experience.",no,Boston,MA
415,415,Data Scientist,,"Create data views and own data quality.This role is a mix of data science, engineering and business analytics.Partner with business to solve problems.",no,Atlanta,GA
416,416,Industry Data Strategy and Analytics Leader - Opportunity fo...,,Perform quantitative analysis and data mining of external industry data as well as VMware data.Perform and/or work closely with the data sciences CoE and other…,yes,Jacksonville,FL
417,417,Data Scientist,,"Transform raw source data into analytics-ready data models using reproducible tools.2+ years of experience in a data science, analytics, or research role; or a…",no,Brooklyn,NY
418,418,Data Scientist,,"Have strong SQL skills and enjoy extracting and manipulating data.Help analyze, explore, model and gain insight from data.",yes,New York State,
419,419,Data Science,,Experience with large data sets and distributed computing (Hive/Hadoop).The perfect candidate will have experience building and managing world-class analytics…,no,Menlo Park,CA
420,420,Data Analyst,"$70,000 - $82,000 a year","Bachelor’s degree and/or advanced certification in computer science, data science, or similar technical field; or 4 years of experience using software for data…",no,Raleigh,NC
421,421,Machine Learning,,"MS or Ph.D. candidate computer science, or related STEM field.Understanding and modeling human behavior is essential for driving safely through crowded…",no,San Jose,CA
422,422,Data Scientist,"$90,000 a year","Data Scientist Analyst: You will perform statistical data analyses, data mining and optimizations using multiple tools and techniques to get insights from large…",no,Atlanta,GA
423,423,Data Analyst,,"Experience with statistical analysis/data science.Own the aggregation and reporting of manufacturing systems data, including – MES data, Shop floor trend data,…",no,Redmond,WA
424,424,Data Analyst,,"BA/BS in data science, finance or business administration preferred.Strong research and quantitative data modeling skills: Experience working with large data…",no,Menlo Park,CA
425,425,"Market Senior Clinical Pharmacist - Telecommute in UT, ID",,"Analyze data and prepare management summaries related to work stream results, performance mgmt.The Market Sr Clinical Pharmacist serves as a subject matter…",yes,Meridian,ID
426,426,Scorekeeper (Statistician),$10 an hour,Job Description: Arrive Fifteen (15) minutes prior to tip-off of scheduled game.Maintain an accurate account of all processes associated with the game.,no,Los Angeles,CA
427,427,"Assistant/Associate Professor (College for Health, Community...",,Highlighted position: Assistant or Associate Professor with expertise and research in data science related to human performance; a joint appointment in the…,no,San Antonio,TX
428,428,Sr. Pre-Sales Solutions Architect - Health and Life Sciences...,,"Advanced knowledge of cloud and data science technology and architecture.Possesses a strong knowledge of cloud, data science, and technology from SAS or open…",no,Cary,NC
429,429,Sr IoT Data Architect,"$122,300 a year",Experience developing solutions leveraging data science and analytics.Bachelor's degree or equivalent experience.This is a customer facing role.,no,United States,
430,430,Mathematical Statistician - Direct Hire,"$107,807 - $140,146 a year","The ideal candidate is familiar with a full range of mathematical statistical data, especially transportation related data.",no,Salt Lake City,UT
431,431,Machine Learning,,Collaborate with engineers and data scientists to push the pace of innovation and experimentation by introducing best practices.,no,Austin,TX
432,432,Data Science,,An advanced degree in Computer Science or a related field with a focus on machine learning and data science.Collaborate with BTO staff in the assessment of the…,no,Washington,DC
433,433,Data Analyst,,"2+ years of demonstrated quantitative and qualitative data science experience with impact to a business, a track record of problem solving using software…",no,Bellevue,WA
434,434,Data Analyst,,"Work directly with users in defining new application requirements and resolving project issues.Respond to user problems, explain new technologies, and present…",no,Chicago,IL
435,435,Product Innovation Lead,,"Artificial intelligence, machine learning, big data and cloud platforms form ""the brain"" underpinning these solutions.Measured on ROI of asset investment.",no,San Francisco,CA
436,436,Machine Learning,,"QA/QC of historical data.Monitoring and maintaining real-time data collection.The participant will learn specialized data collection techniques using ADVs,…",no,Vicksburg,MS
437,437,Federal - ETL Developer Engineer,,Participate in troubleshooting and resolving data integration issues such as data quality.Experience using Python and Spark/Python/SQL and common data science…,no,St. Louis,MO
438,438,"Principal Statistician, Late Oncology",,"Our robust pipeline includes investigational therapies in varied stages of clinical development, from recently approved products to earlier-stage molecules in…",no,Gaithersburg,MD
439,439,Part Time Faculty for Business Analytics,,It provides students with the skills to conduct analyses with large sets of data to inform business decisions.,no,San Francisco,CA
440,440,AI Engineer,,Work with a team of engineers and cross-divisionally with our partners to identify and define business problems suitable for artificial Intelligence Actively…,no,Atlanta,GA
